comment,label
"Masa jadi mahasiswa dahulu, banyak tekanan dari regim BN yg kami lalui. 

Hari ini, saya hadir bersama rakan peguam yg juga sahabat lama sejak zaman mahasiswa dulu, @dmqx1991 utk mewakili @aliffnaif_  yg dituduh di bwh Akta Perhimpunan Aman terkait protes #Lawan. https://t.co/XFJ5VZXpYq",m
Jangan biar BN terus menipu rakyat !!!!! #LAWAN https://t.co/xXF9l55XRA,m
@amirxabdhadi Alang² tu kita lanjut sampai 31/Ogos lah bro 😂. #LAWAN #KerajaanGagal,m
@jaz_jedi Apa la guna mereka yg turun perhimpunan #lawan tahun lepas tu kalau tujuan mereka utk tumbangkan kerajaan ketika itu.,m
"Lagi ditekan, lagi kita #LAWAN
#TURUN harga barang @ Kuala Lumpur, Malaysia https://t.co/S590bhhsx0",m
"Mendoakan dipermudahkan urusan buat para demonstran yang akan #TURUN harini. 

Kita #Lawan",m
"Untuk semua yang turun esok, please be safe and take care 

Thank you for bringing our people’s voice to the streets! 

#TURUN
#LAWAN https://t.co/ZQ3ZYLfvv7",c
Haritu #Lawan ni #Turun pula.,m
"Kerajaan ada kawalan terhadap media massa, maka jawablah hujah @SitiAishahSI melalui media, bukan dengan taktik keji menyalahguna kuasa agensi2 penguatkuasa undang2. #Lawan https://t.co/HTifZLcGSl",m
"Tak lama lagi
Pilihanraya ❌
Demo Turun Jalanraya ✅

#Lawan",m
@Myza_Sam Nanti sampai bila bila kena tindas. #lawan,m
"@BadBoy2662 Tak boleh bro , kita tak boleh mengalah . Kita perlu terus beri penerangan dan londehkan segala kebobrokan yg berlaku ..Insyallah sedikit demi sedikit makin ramai yg akan sedar . Kita tidak boleh mengalah dgn penyamun2, biar pun perit tapi perjuangan perlu diteruskan #lawan",m
"Can you make sure that everyone of them gets at least a compound of RM1000 not just leaders and organisers?
#LAWAN
@DGHisham @Khairykj @KKMPutrajaya @HishammuddinH2O @Hasni_Johor @TSVigneswaranSA https://t.co/f5Mha5ylpa",e
"Demo #TangkapAzamBaki makin meriah. #RakyatBangkit #Lawan korupsi tidak dapat lagi dibendung. Kau boleh tutup jalan tapi kau tak boleh tutup bangkai #KerajaanBangsat . Belanja RT gais. Tq 🤗
Live: https://t.co/gGFxJHjlmN https://t.co/i7DcWMz4Wr",c
"Busuk betul Azam Baki ni, Sehinggakan jalan pun tutup sebab dia.

Celakalah dia! Celaka!

#TangkapAzamBaki 
#LAWAN https://t.co/EAI7ifm52O",m
"Kalau Azam Baki BERSIH, buat apa rakyat mau berdemo.
Sebab Azam Baki Kotor dan Korup, Polis pula tutup jalan.

#TangkapAzamBaki 
#LAWAN https://t.co/WDMUcc0AnM",m
"Polis Boleh tutup Jalan,
Tapi tak boleh tutup mulut untuk bersuara.
Kalau mulut ditutup,
Ada tangan untuk menulis.

#LAWAN
#TangkapAzamBaki",m
Tak nampak lagi cytro galak lawan dan memburukkan protest #TangkapAzamBaki macam #Lawan beberapa bulan lalu. Malah kat FB juga takda sapa sapa pun ajukan benda sama. 🤔. Btw fak Noh Hujan.,c
"Lagi kau tekan, lagi kita lawan

#TangkapAzamBaki 
#RombakSPRM
#LAWAN https://t.co/Z4hnSyjvNW",m
"Lagi ditekan lagi melawan. 

#Lawan https://t.co/C87rjWhCuK",m
"FB mengingatkan saya kenyataan saya dua tahun lalu.

Setelah dua tahun, kini saya disaman fitnah oleh Setiausaha Politik tersebut berkait kes dan video lain. 

It’s about time. InsyaAllah, saya akan #Lawan di Mahkamah. https://t.co/8KHOMRdE1W",c
"Saya takut hanya kepada yang Maha Esa. 

Bukan kepada Sang Penguasa. 

#Lawan",m
"@khalidkarim @fahmi_fadzil Try talking to grassroots PKR people and you'll see what I mean. High level frustration when #Lawan is no longer a battle cry. 

They don't get it but they put faith in DSAI will get it right. Unfortunately non PKR members don't have the same faith after wipeouts in 2 states.",e
@MyRapidKL shitty service from KJ line happening now!! Please do stay tuned #Cryptocrash #lrtcrash https://t.co/0z6yImvexF,e
Aduhai..kalau ea pun mogok agak-agak lar..ni smpai rakyat pun kena tempias nya. Dr jam 10 am kot aq mnahan nak membuang gara-gara air kena catu satu daerah w/o notis. https://t.co/C9FwfTbSuW,c
Wehh bas rapid ni mogok ke apa? 1 bas pun takde wehhh,m
Ooo jeng bangla mogok lg 😂,m
@AtikaNsma Mogok tutup perniagaan,m
"Aku ingt lagi ms kecik ada kem pelarian vietnam kat sg besi. Then one day a tragedy strike, diorang merusuh and g bakar kem.. dah la merempat negara orang, buat hal pulakkk.. https://t.co/Vb17e5L9xw",c
@MhdAzizan_ @MarrMohamad12 Marah fan yang lain nanti.mogok depan parlimen,m
"Benda bole settle cara elok , takperlu lah nk mogok bagai. Kesian kt incas dan kawan2 yang terpaksa cover banyak lokasi",c
Bakponyo food panda semua close ni oiii. Mogok ke apa. Aiyoooo. Mak lapar nyah.,c
@foodpanda_my tutup ke hari ni? Ke rider mogok?,c
"Apa kata kalau nak juga dibuat pru nanti, rakyat boikot/mogok dan tak keluar mengundi langsung? Bolehkah macam itu?",m
So no latest announcement on possibility of MCO? Or gonna wait till we strike 3k cases baru kelam kabut. Abah korang ni too slow lah!,c
@SyukorM @JKRMalaysia Yes. It's just a matter of time for disaster to strike,e
@RizalRuzi Nak mogok crik keje lain. Taknak masuk opis da. Nak benti kena tunjuk besa kepala,m
"@nexer_wpk95 Problem nya nnti bukan Larkin je, mau nya ada sudden strike kt seat pulak by PKR especially puteri wangsa, dah pecah lg",c
"Telur is lyfeeee, ayam mogok dengan kerajaan Malaysia ke?",m
"MY

Adakah ayam tgh mogok skrg sebab susah sangat untuk mendapatakan bekalan telur ayam 🤔
#telurayam #chickenegg",m
"Aku ada pegangan. Setiap kali try ada 3 strike. Cukup ja 3 strike ok memang x dapat dah. So, I can conclude by this 3 times that 'I am not into you'.",c
@RozyRazit mogok dgn prangai menteri,m
"Tahukah anda, 

Ayam ni tengah mogok taknak bertelur ke hanat ? Rata rata semua tempat kat kl aku cari takde telur ni",m
"@futrii @allisonrothwel1 Smart move mama. Mama knows. 

Conserve ammo, strike when time is right",e
"I'm done with this vaksin booster whatever. 
If got lagi, mogok nie. 😒 #donebooster",c
@MAimanSyahmi Strike out je. The father is also a legal guardian kan. All I see is an attempt to get more antivaxx client. She represented one before kan. Dia jenis suka menyelit dekat isu2 semasa dalam komuniti Melayu.,c
"@Urangsabah @SPRMMalaysia @MYParlimen don't support idiots' view. they don't know d key issue. some claim, as ustaz put up video to play on adik-abang account matters. do you think they know shares, warrant, strike, CDS & okay 2transfer shares to close family member. @realDrMAZA u know or not? Unsubstantiated RASUAH",c
"j&t punya mogok, barang aku dari puchong je pun. nak masuk ke klang tu lebih seminggu. dah sampai klang dia perap lagi. ntahlahnak",m
Cc dia mmg penuh la tiap hari. Dia pasang langsir kt tiap row pc tu tk nk bg org skodeng masa main counter strike. Game CS dulu mmg famous. Siap ada bertumbuk kt luar sbb game tu hehe,c
"@NST_Online @SPRMMalaysia @SecComMY @PDRMsia @PDRMsia to probe on RM50K to RM200K to pay stocks on T+2 and warrant strike price!
@theedgemalaysia @NST_Online @dswjtj @501Awani @takiyuddin61
 @mynewshub.
@tokmatn9 stop the wheeling and dealing of Melayu2 barua with Cina SuezCapital. Confirm ada habuan! @fahmi_fadzil @ManPin",e
Hari tu ok je. Nursing strike ke. Hahaha,c
"Kini ramai sedar bhw isu #KWSP itu hanya modal politik @umnomalaysia ! Desakan isu KWSP membuktikan @IsmailSabri60 gagal utk bertindak semasa negara dialami bencana. Ianya sekaligus buktikan Kerajaan tiada kemampuan utk bantu rakyat, rakyat terpaksa mogok keluarkan duit simpanan! https://t.co/ePqSAwcKoa",m
Runner shopee pun tengah mogok ka ni… lambat betul barang sampai,c
Ada tea pasal isu Lazada Express beb. Courier mogok sbb bayaran gaji yang baru teruk. Kau bayangkanlah satu parcel <1kg RM 1.11 and parcel >2kg RM 1.60. Buatnya dot brg 10kg mcm pasir kucing tu takkanlah komisyen RM 1.60 JE?? HAUKLAH DEYYYY,m
Kerajaan PH kerajaan yg minat tubuh Ajk kerana x pandai mentadbir Boleh dikatakan semua kem ada Ajk terbaru Wak Mudin KDN nak tubuh Ajk tangani pencerobohan nelayan asing Bukankah Msia ada penguat kuasa di laut Maritin Polis Merin TLDM Kalau tak cukup aset tambah saja x tubuh Ajk,m
Terima kasih @my_malaysia kerana peka dgn pencerobohan nelayan asing...gunakan pasukan yang mantap utk menjaga perairan negara kita.. selamatlah terumbu karang dn hidupn marin negara kita...hasil kita hak kita 🤲👏👏👏👏,m
"sudah terang lagi bersuluh usaha² pencerobohan #PH terhadap kedaulatan Raja² Melayu.

TMJ pun hanya mampu gertak, tak lebih drp itu, dimana kuasa raja² melayu??? 

Titah tukar MB sudah lama - TMJ
@HRHJohorII
https://t.co/3s3ONpZ1Zj
@RameshRaoAKS @Ayahanda_MD @BetterNation3 @1rmf5",m
Bila plak aku unfollow kisah rumah tangga krt kt fb tu ek... Pelik jugak ni...ptut xnmpak dh post krt... Ade yg klik kn unfollow nie..mushkil ni 😠 pencerobohan ni,c
"2. airspace law

kerajaan masih belum tetapkan undang2 untuk kereta terbang. kalau ada yg buat kasalahan pulak takdak polis nak pantau dan cegah. other than that had limit ketinggian yg sesuai pun tak tetapkan lagi. law ni pun perlu untuk elakkan pencerobohan kawasan org",c
"daripada pencerobohan India.  Ketiga, dari segi imej diplomasi di pentas antarabangsa, tindakan segera Perdana Menteri Pakistan Imran Khan yang memberi tekanan halus serta tidak mengumumkan pengistiharan perang dengan India menunjukkan bahawa beliau ialah seorang pemimpin yang",m
UMNO BN patut buat laporan polis dan SPR terhadap pencerobohan Saddiq ke kaw yg dikhaskan kpd penyokong UMNO BN Ingt tiada sispa di atas undang2 walaupun dia menteri 1000 x har,m
@afffde @drwanazizah Menteri PH membesarkan isu yg kecil seperti TPM isu wanita berkhatan terpengaruh dgn liberal sekular plural agama dari barat tapi mengecilkan isu yg besar pencerobohan atau pelacuran institusi agama oleh Mujahid melantik orsng politik dlm institusi agama 1000 x har,m
"Masalah timbul pun sebab kurang komunikasi antara parents and anak, selain parents tak trust anak sendiri in managing their own shit. I personally think whatsapp group w parents is unnecessary and a form of invasion of privacy.",c
@AB2poi terima kasih atas aduan.. yang boleh mengambil tindakan keatas pencerobohan rizab kerajaan hanyala pejabat tanah daerah.. kami tidak mempunyai sebarang kuasa.. masalah ini telah lama kami majukan pada pejabat tanah..,m
"pasaipa ramai yang harap seseorang tu yang jadi agong? katanya sebab ketegasan. mungkin betul. tapi kebelakangan ni, dah tak dengar ketegasan tu disuarakan mengenai isu pulau batu putih, pertikaian perairan dengan singapura, pencerobohan ruang udara oleh singapura?",m
@bernamadotcom @chedetofficial sy fikir kalau nelayan made more invasion what did gov do actually? sigh! senang jd gomen. cakap jer.,c
"Hentikan Pencerobohan PATI Di Laut Kita!

Jangan lindungi TEKONG, AGEN, DALANG!

Laporkan kepada talian Pusat Operasi Maritim (POMAR) di talian berikut.

Sumber: Agensi Penguatkuasaan Maritim Malaysia / Jabatan… https://t.co/yVYigGztNk",m
"Jangan sesekali memandang rendah kemampuan pasukan keselamatan dalam menjaga sempadan negara daripada dibolosi. Rakyat Malaysia juga turut menjadi  ""mata dan telinga"" di mana-mana bagi menyalurkan maklumat untuk mematahkan cubaan pencerobohan sempadan negara.",m
"Operasi Benteng : Kawalan persempadanan maritim, daratan dan ruang udara negara diperketatkan dengan menjadikannya sebagai keutamaan menjaga kedaulatan negara tercinta dari sebarang ancaman pencerobohan. https://t.co/jBUsLg6rGi",m
Tidak timbulkan sebarang pencerobohan pungkoq hang. Berapa orang dah mati kena langgaq camtu ja dengan pemandu mabuk! 😭 https://t.co/GaeZjAA7LY,m
Nampaknya tahun ini bilik gaming aku secure dari pencerobohan semasa hari raya!,m
"Banyak isu Malaysia tengah hadap sekarang ni:
Covid19
Pelarian Rohingya
Sindiket IC Biru kepada warga asing
Pencerobohan kapal2 China di LCS",c
Waaa alien invasion pulak. Gila ahh 2020 ni 😂,c
"Tiada pencerobohan atau tiada pencerobohan dikesan ni dua perkara yg amat berbeza. 

Keupayaan mengesan salah satu faktor penting. https://t.co/9aQoU2nek9",m
@mamiyaya3 Time pencerobohan tu i was in campus so xtau keadaan di tawau 😰,c
@azlie812 @AfafAsyraf @shukery_azizan Tula tu. Mungkin dengan Mercedes masalah pencerobohan tanah orang asli di Kelantan dapat diselesaikan secara adil dan saksama.,m
"4. Kenapa Hutan Kuala Langat Utara dipilih? 
Jawapan : Kerana kawasan ini telah mengalami kebakaran dan pencerobohan yang menjejaskan hampir 40 peratus kawasan hutan. Selain itu, jajaran ECRL yang turut hampir dekat kawasan ini menyebabkan ia dipilih sebagai cadangan tapak pbgun",m
"Kami membantah tindakan pencerobohan dan penindasan hak tanah adat Orang Asli. Walaupun kawasan kami telah gazetkan sejak 1927 lagi, pihak Jabatan Perhutanan @SelangorGov masih mahu menjual kawan hutan kepada pengusaha untuk dibina bandar di atas tanah adat kami! 📸by @GECtalks https://t.co/5n8AEewUnA",m
Invasion of privacy 😑,e
"A war is between two parties of similar might. But when a mighty power goes against a weakling, it shouldn’t be considered a war. It’s invasion.",e
"15/05/1948, Memperingati Hari Nakbah, dengan membawa maksud ""hari Kecelakaan"" bagi Negara dan penduduk Palestin.
pencerobohan dan pemusnahan lebih 500 bandar dan kampung di Palestin oleh tentera Israel yang menyebabkan lebih 700,000 warga Palestin menjadi pelarian
#savepalestine",c
"Sebenarnya makanan nasional malaysia lain mcm roti canai & nasi lemak dah start jual kat sana.macam kita yg nak cuba makanan indo kat sini spt ayam penyet, dorang pun nak cuba makanan kita. Aku cadang CKT buat invasion ke sana macam ayam penyet buat kat sini.",c
"@irffan___ Penculikan, Serangan, Invasion di Pantai Timur Sabah 2013.

Untuk Abu Sayaf.",c
"Presiden Palestin, Abbas sedang melakukan segala apa yang termampu bagi menghentikan pencerobohan di semenanjung Gaza",m
Entahlah....sampaikan aku sendiri rasa negara kita ni patut kena invasion dulu baru semua pihak bukak mata https://t.co/BSJJksMvbh,m
Nice soalan pencerobohan tanah kat Pahang 😂,c
Macam2 kesalahan anggota PDRM tagih  edar dadah terlibat penyeludupan PATI rogol gadis tahanan reman dlm lokap dulu jdi agen pengganas Sulu dlm peristiwa pencerobohan Sulu di Tanduo Sekarang terlibat Macau Scam pulak Mana pergi  Suruhanjaya Integriti PDRM belum ada night call kah https://t.co/bsiR7nNiHn,c
ATM jngn pandang  ingan berpuluh drone yg berlegar di udara Msia di kaw udara  Johor mereka mengintip kekuatan tentera dan untuk pencerobohan PATI masuk ikut jln tikus  Ambil tindakan musnahkannya Beli misil musnah drone Sekarang strategi peperangan sudah berubah guna drone,c
"@Snowpoh @FaizmahFowzi Kalau isu keselamatan dia pasal kawasan tu under jagaan Eastern Sabah Security Command (ESSCOM).

Ingat tak pencerobohan Lahad Datu 2013? Tempat tu kena jaga sebab terdedah dengan pencerobohan.

Ni pada pendapat aku la kalau memang redzone jadi isu.",c
"@n_izzah YB. Mohon tekankan untuk diadakan peta memaparkan kawasan dan perincian konsesi balak, ladang hutan, hutan warta, pencerobohan dll secara atas talian dan boleh diakses semua dikemaskini berkala. Ketelusan memudahkan penggubalan dasar, pemurnian dan penguatkuasaan.",m
"Dari pagi tadi sampai skrg aku tertarik dengan isu pencerobohan kapal pengawal pantai china dekat perairan sarawak. 

Hmmmm. Sampai bila isu ni berlarutan? 

Inilah masanya kita kena percepatkan pRogram MPA. Bagi satu kat tldm satu mmea satu tudm.",m
"@rxfshxn pencerobohan ini penting untuk hebahan rakyat, pasal ini mengenai kedaulatan negara. ini juga penting untuk beri tekanan pada pemerintah. masalahnya semua kena ikat dengan ""big brother"".",c
